1.323750,0.000000,0.000000,0.000000,0.000000,0.000000,1.442900,0.000000,24.075600,6.493300
0.000000,1.323750,0.000000,0.000000,0.000000,0.000000,1.442900,0.000000,24.075600,6.493300
0.000000,0.000000,1.323750,0.000000,0.000000,0.000000,1.442900,0.000000,24.075600,6.493300
0.000000,0.000000,0.000000,1.323750,0.000000,0.000000,0.000000,1.442900,6.493300,24.075600
0.000000,0.000000,0.000000,0.000000,1.323750,0.000000,0.000000,1.442900,6.493300,24.075600
0.000000,0.000000,0.000000,0.000000,0.000000,1.323750,0.000000,1.442900,6.493300,24.075600
1.442900,1.442900,1.442900,0.000000,0.000000,0.000000,4.610400,3.594200,47.759200,15.729800
0.000000,0.000000,0.000000,1.442900,1.442900,1.442900,3.594200,4.610400,15.729800,47.759200
24.075600,24.075600,24.075600,6.493300,6.493300,6.493300,47.759200,15.729800,0.000000,-13.579200
6.493300,6.493300,6.493300,24.075600,24.075600,24.075600,15.729800,47.759200,-13.579200,0.000000
