ppm,val
-2.197832,-0.000500
-2.197618,-0.000498
-2.197404,-0.000492
-2.197190,-0.000484
-2.196977,-0.000472
-2.196763,-0.000460
-2.196549,-0.000448
-2.196335,-0.000438
-2.196121,-0.000431
-2.195908,-0.000428
-2.195694,-0.000426
-2.195480,-0.000427
-2.195266,-0.000430
-2.195053,-0.000433
-2.194839,-0.000437
-2.194625,-0.000441
-2.194411,-0.000443
-2.194197,-0.000444
-2.193984,-0.000443
-2.193770,-0.000441
-2.193556,-0.000440
-2.193342,-0.000438
-2.193129,-0.000438
-2.192915,-0.000439
-2.192701,-0.000440
-2.192487,-0.000441
-2.192273,-0.000440
-2.192060,-0.000436
-2.191846,-0.000431
-2.191632,-0.000423
-2.191418,-0.000416
-2.191205,-0.000407
-2.190991,-0.000400
-2.190777,-0.000396
-2.190563,-0.000397
-2.190349,-0.000404
-2.190136,-0.000416
-2.189922,-0.000430
-2.189708,-0.000442
-2.189494,-0.000450
-2.189281,-0.000455
-2.189067,-0.000459
-2.188853,-0.000461
-2.188639,-0.000463
-2.188426,-0.000463
-2.188212,-0.000461
-2.187998,-0.000459
-2.187784,-0.000456
-2.187570,-0.000453
-2.187357,-0.000450
-2.187143,-0.000445
-2.186929,-0.000440
-2.186715,-0.000436
-2.186502,-0.000434
-2.186288,-0.000433
-2.186074,-0.000432
-2.185860,-0.000432
-2.185646,-0.000431
-2.185433,-0.000429
-2.185219,-0.000426
-2.185005,-0.000423
-2.184791,-0.000420
-2.184578,-0.000418
-2.184364,-0.000418
-2.184150,-0.000419
-2.183936,-0.000422
-2.183722,-0.000424
-2.183509,-0.000426
-2.183295,-0.000427
-2.183081,-0.000425
-2.182867,-0.000422
-2.182654,-0.000419
-2.182440,-0.000416
-2.182226,-0.000416
-2.182012,-0.000415
-2.181798,-0.000412
-2.181585,-0.000408
-2.181371,-0.000404
-2.181157,-0.000400
-2.180943,-0.000399
-2.180730,-0.000399
-2.180516,-0.000402
-2.180302,-0.000407
-2.180088,-0.000412
-2.179874,-0.000415
-2.179661,-0.000416
-2.179447,-0.000415
-2.179233,-0.000413
-2.179019,-0.000409
-2.178806,-0.000407
-2.178592,-0.000406
-2.178378,-0.000407
-2.178164,-0.000409
-2.177950,-0.000410
-2.177737,-0.000410
-2.177523,-0.000408
-2.177309,-0.000407
-2.177095,-0.000405
-2.176882,-0.000402
-2.176668,-0.000399
-2.176454,-0.000395
-2.176240,-0.000392
-2.176026,-0.000391
-2.175813,-0.000390
-2.175599,-0.000388
-2.175385,-0.000382
-2.175171,-0.000375
-2.174958,-0.000369
-2.174744,-0.000365
-2.174530,-0.000363
-2.174316,-0.000362
-2.174102,-0.000360
-2.173889,-0.000357
-2.173675,-0.000353
-2.173461,-0.000347
-2.173247,-0.000342
-2.173034,-0.000341
-2.172820,-0.000344
-2.172606,-0.000352
-2.172392,-0.000362
-2.172178,-0.000371
-2.171965,-0.000377
-2.171751,-0.000380
-2.171537,-0.000381
-2.171323,-0.000378
-2.171110,-0.000373
-2.170896,-0.000367
-2.170682,-0.000363
-2.170468,-0.000362
-2.170254,-0.000363
-2.170041,-0.000365
-2.169827,-0.000367
-2.169613,-0.000369
-2.169399,-0.000368
-2.169186,-0.000363
-2.168972,-0.000353
-2.168758,-0.000340
-2.168544,-0.000326
-2.168330,-0.000312
-2.168117,-0.000299
-2.167903,-0.000290
-2.167689,-0.000286
-2.167475,-0.000288
-2.167262,-0.000295
-2.167048,-0.000304
-2.166834,-0.000312
-2.166620,-0.000318
-2.166406,-0.000321
-2.166193,-0.000321
-2.165979,-0.000319
-2.165765,-0.000314
-2.165551,-0.000309
-2.165338,-0.000306
-2.165124,-0.000307
-2.164910,-0.000312
-2.164696,-0.000320
-2.164482,-0.000330
-2.164269,-0.000340
-2.164055,-0.000348
-2.163841,-0.000351
-2.163627,-0.000351
-2.163414,-0.000347
-2.163200,-0.000341
-2.162986,-0.000334
-2.162772,-0.000328
-2.162558,-0.000322
-2.162345,-0.000318
-2.162131,-0.000316
-2.161917,-0.000315
-2.161703,-0.000315
-2.161490,-0.000316
-2.161276,-0.000317
-2.161062,-0.000320
-2.160848,-0.000324
-2.160635,-0.000330
-2.160421,-0.000335
-2.160207,-0.000337
-2.159993,-0.000337
-2.159779,-0.000334
-2.159566,-0.000330
-2.159352,-0.000327
-2.159138,-0.000325
-2.158924,-0.000322
-2.158711,-0.000320
-2.158497,-0.000318
-2.158283,-0.000317
-2.158069,-0.000317
-2.157855,-0.000319
-2.157642,-0.000320
-2.157428,-0.000321
-2.157214,-0.000321
-2.157000,-0.000319
-2.156787,-0.000318
-2.156573,-0.000319
-2.156359,-0.000322
-2.156145,-0.000326
-2.155931,-0.000331
-2.155718,-0.000336
-2.155504,-0.000339
-2.155290,-0.000340
-2.155076,-0.000338
-2.154863,-0.000334
-2.154649,-0.000330
-2.154435,-0.000327
-2.154221,-0.000325
-2.154007,-0.000324
-2.153794,-0.000321
-2.153580,-0.000315
-2.153366,-0.000307
-2.153152,-0.000299
-2.152939,-0.000292
-2.152725,-0.000290
-2.152511,-0.000289
-2.152297,-0.000289
-2.152083,-0.000287
-2.151870,-0.000284
-2.151656,-0.000280
-2.151442,-0.000278
-2.151228,-0.000277
-2.151015,-0.000277
-2.150801,-0.000277
-2.150587,-0.000275
-2.150373,-0.000272
-2.150159,-0.000269
-2.149946,-0.000268
-2.149732,-0.000270
-2.149518,-0.000274
-2.149304,-0.000277
-2.149091,-0.000277
-2.148877,-0.000275
-2.148663,-0.000269
-2.148449,-0.000262
-2.148235,-0.000254
-2.148022,-0.000248
-2.147808,-0.000244
-2.147594,-0.000239
-2.147380,-0.000233
-2.147167,-0.000226
-2.146953,-0.000219
-2.146739,-0.000215
-2.146525,-0.000217
-2.146311,-0.000223
-2.146098,-0.000232
-2.145884,-0.000242
-2.145670,-0.000251
-2.145456,-0.000259
-2.145243,-0.000266
-2.145029,-0.000271
-2.144815,-0.000273
-2.144601,-0.000272
-2.144387,-0.000267
-2.144174,-0.000258
-2.143960,-0.000247
-2.143746,-0.000234
-2.143532,-0.000223
-2.143319,-0.000215
-2.143105,-0.000210
-2.142891,-0.000207
-2.142677,-0.000205
-2.142463,-0.000207
-2.142250,-0.000210
-2.142036,-0.000213
-2.141822,-0.000214
-2.141608,-0.000214
-2.141395,-0.000215
-2.141181,-0.000218
-2.140967,-0.000225
-2.140753,-0.000237
-2.140539,-0.000251
-2.140326,-0.000266
-2.140112,-0.000282
-2.139898,-0.000296
-2.139684,-0.000309
-2.139471,-0.000319
-2.139257,-0.000324
-2.139043,-0.000325
-2.138829,-0.000322
-2.138615,-0.000318
-2.138402,-0.000313
-2.138188,-0.000310
-2.137974,-0.000310
-2.137760,-0.000311
-2.137547,-0.000313
-2.137333,-0.000315
-2.137119,-0.000316
-2.136905,-0.000313
-2.136691,-0.000305
-2.136478,-0.000294
-2.136264,-0.000281
-2.136050,-0.000267
-2.135836,-0.000251
-2.135623,-0.000235
-2.135409,-0.000218
-2.135195,-0.000204
-2.134981,-0.000193
-2.134767,-0.000185
-2.134554,-0.000180
-2.134340,-0.000177
-2.134126,-0.000176
-2.133912,-0.000176
-2.133699,-0.000179
-2.133485,-0.000184
-2.133271,-0.000190
-2.133057,-0.000196
-2.132844,-0.000200
-2.132630,-0.000201
-2.132416,-0.000200
-2.132202,-0.000197
-2.131988,-0.000195
-2.131775,-0.000195
-2.131561,-0.000196
-2.131347,-0.000198
-2.131133,-0.000199
-2.130920,-0.000199
-2.130706,-0.000199
-2.130492,-0.000200
-2.130278,-0.000204
-2.130064,-0.000212
-2.129851,-0.000225
-2.129637,-0.000241
-2.129423,-0.000257
-2.129209,-0.000270
-2.128996,-0.000279
-2.128782,-0.000282
-2.128568,-0.000283
-2.128354,-0.000282
-2.128140,-0.000282
-2.127927,-0.000284
-2.127713,-0.000287
-2.127499,-0.000289
-2.127285,-0.000290
-2.127072,-0.000287
-2.126858,-0.000280
-2.126644,-0.000268
-2.126430,-0.000252
-2.126216,-0.000233
-2.126003,-0.000212
-2.125789,-0.000191
-2.125575,-0.000172
-2.125361,-0.000158
-2.125148,-0.000150
-2.124934,-0.000148
