,7,8,9,10
7,2.5430,-12.4000,5.7919,6.0937
8,-12.4000,2.5430,7.2751,7.7235
9,5.7919,7.2751,3.1630,-12.4000
10,6.0937,7.7235,-12.4000,3.1630
