,9,10,11,12
9,2.5612,-12.4000,6.0637,6.0637
10,-12.4000,2.5612,6.0637,6.0637
11,6.0637,6.0637,2.5612,-12.4000
12,6.0637,6.0637,-12.4000,2.5612
