,7,8,9,10
7,1.3178,-12.5000,-12.5000,6.9454
8,-12.5000,1.3178,-12.5000,6.9454
9,-12.5000,-12.5000,1.3178,6.9454
10,6.9454,6.9454,6.9454,4.1010
