,7,8,9,10
7,1.4665,-12.5000,-12.5000,7.2891
8,-12.5000,1.4665,-12.5000,7.2891
9,-12.5000,-12.5000,1.4665,7.2891
10,7.2891,7.2891,7.2891,3.7678
