,8,9,10,11
8,3.9370,-12.4000,6.6410,6.6410
9,-12.4000,3.9370,6.6410,6.6410
10,6.6410,6.6410,3.1427,-12.4000
11,6.6410,6.6410,-12.4000,3.1427
