,8,9,10,11
8,3.4091,-12.3998,6.7627,6.6905
9,-12.3998,3.4130,6.7480,6.6740
10,6.7627,6.7480,3.2536,-11.2446
11,6.6905,6.6740,-11.2446,3.2518
