,11,13,12,14
11,7.0258,15.2460,10.7017,-0.5381
13,15.2460,6.1832,-0.5381,-0.0066
12,10.7017,-0.5381,7.0258,15.2460
14,-0.5381,-0.0066,15.2460,6.1832
