,10,11,8,9
10,3.2520,-12.4000,6.5603,6.8016
11,-12.4000,3.2520,6.5968,6.7856
8,6.5603,6.5968,3.4110,-12.4000
9,6.8016,6.7856,-12.4000,3.4110
