,4,5,6,7
4,1.3943,-14.9000,-14.9000,5.1368
5,-14.9000,1.3943,-14.9000,5.1368
6,-14.9000,-14.9000,1.3943,5.1368
7,5.1368,5.1368,5.1368,5.0485
