,9,10,11,12
9,2.3910,-12.4000,8.6000,8.6000
10,-12.4000,2.3910,8.6000,8.6000
11,8.6000,8.6000,2.3910,-12.4000
12,8.6000,8.6000,-12.4000,2.3910
