,13,14,11,12
13,2.9970,-12.4000,8.0660,10.1973
14,-12.4000,2.9970,4.7390,4.1800
11,8.0660,4.7390,2.4280,-12.4000
12,10.1973,4.1800,-12.4000,2.4280
