,5,6,7,8
5,3.3905,-12.4000,6.5489,6.5489
6,-12.4000,3.3905,6.5489,6.5489
7,6.5489,6.5489,3.0228,-12.4000
8,6.5489,6.5489,-12.4000,3.0228
