,9,10,11,12
9,2.6756,-16.2000,6.5715,6.2644
10,-16.2000,2.6731,5.9539,9.1588
11,6.5715,5.9539,3.4446,-12.5000
12,6.2644,9.1588,-12.5000,3.4447
