,10,11,12,13
10,1.9221,-14.9000,-14.9000,1.3652
11,-14.9000,1.9221,-14.9000,1.3652
12,-14.9000,-14.9000,1.9221,1.3652
13,1.3652,1.3652,1.3652,6.4654
