,7,8,9,10
7,1.4665,-12.5000,-12.5000,7.1340
8,-12.5000,1.4665,-12.5000,7.1340
9,-12.5000,-12.5000,1.4665,7.1340
10,7.1340,7.1340,7.1340,3.7668
