,7,8,9,10
7,1.4662,-12.5000,-12.5000,7.2988
8,-12.5000,1.4662,-12.5000,7.2988
9,-12.5000,-12.5000,1.4662,7.2988
10,7.2988,7.2988,7.2988,3.7674
