H,H,H,H,H,H
7.649,7.637,7.388,1.5,0.0,0.0
0.0,7.717,1.5,8.664,0.0,0.0
0.0,0.0,7.571,0.0,0.0,0.0
0.0,0.0,0.0,7.571,0.0,0.0
0.0,0.0,0.0,0.0,6.992,7.515
0.0,0.0,0.0,0.0,0.0,7.826
