H,H,H,H,H,H,H,H
6.463,7.0,0.0,0.0,0.0,2.351,2.174,0.0
0.0,6.463,0.0,0.0,0.0,2.174,2.351,0.0
0.0,0.0,7.562,6.788,6.788,0.0,0.0,0.0
0.0,0.0,0.0,8.435,1.371,0.0,0.0,2.167
0.0,0.0,0.0,0.0,7.987,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.325,1.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.325,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.737
