H,H,H,H,H
7.624,0.0,0.0,0.0,0.0
0.0,7.624,0.0,0.0,0.0
0.0,0.0,2.847,-14.942,8.471
0.0,0.0,0.0,3.078,4.79
0.0,0.0,0.0,0.0,3.843
