H,H,H,H,H
7.498,8.132,0.0,5.13,0.0
0.0,8.075,2.146,1.6,0.0
0.0,0.0,8.689,0.0,0.0
0.0,0.0,0.0,8.544,0.0
0.0,0.0,0.0,0.0,8.277
