H,H,H,H,H
7.307,8.577,0.0,2.697,0.0
0.0,6.932,2.697,0.0,0.0
0.0,0.0,6.932,8.577,0.0
0.0,0.0,0.0,7.307,0.0
0.0,0.0,0.0,0.0,4.721
