H,H,H,H,H
8.025,7.796,7.461,1.649,0.0
0.0,7.963,1.411,8.63,0.0
0.0,0.0,8.0,-0.0,0.0
0.0,0.0,0.0,8.334,0.0
0.0,0.0,0.0,0.0,8.492
