H,H,H,H,H
1.312,-12.5,-12.5,6.64,0.0
0.0,1.312,-12.5,6.64,0.0
0.0,0.0,1.31,6.64,0.0
0.0,0.0,0.0,4.235,4.756
0.0,0.0,0.0,0.0,3.566
