H,H,H,H,H,H,H
3.311,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,3.311,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,3.311,0.0,0.0,0.0,0.0
0.0,0.0,0.0,8.136,1.5,7.831,0.0
0.0,0.0,0.0,0.0,8.136,0.0,7.831
0.0,0.0,0.0,0.0,0.0,8.064,1.5
0.0,0.0,0.0,0.0,0.0,0.0,8.064
