H,H,H,H,H,H
2.664,-12.5,-12.5,0.0,0.0,0.0
0.0,2.664,-12.5,0.0,0.0,0.0
0.0,0.0,2.664,0.0,0.0,0.0
0.0,0.0,0.0,2.664,-12.5,-12.5
0.0,0.0,0.0,0.0,2.664,-12.5
0.0,0.0,0.0,0.0,0.0,2.664
