H,H,H,H,H
2.611,-14.0,7.87,0.0,0.0
0.0,2.611,7.87,0.0,0.0
0.0,0.0,2.61,0.0,0.0
0.0,0.0,0.0,6.927,6.097
0.0,0.0,0.0,0.0,7.8
