H,H,H,H,H
2.329,-15.894,8.857,6.287,0.046
0.0,2.349,6.734,8.756,0.051
0.0,0.0,2.119,-14.942,4.733
0.0,0.0,0.0,2.05,7.229
0.0,0.0,0.0,0.0,3.748
