H,H,H,H,H,H
7.665,6.88,6.488,0.0,0.0,0.0
0.0,7.513,0.0,6.488,0.0,0.0
0.0,0.0,7.762,0.0,0.0,0.0
0.0,0.0,0.0,7.661,0.0,0.0
0.0,0.0,0.0,0.0,3.685,11.2
0.0,0.0,0.0,0.0,0.0,3.686
