H,H,H,H,H,H
6.135,7.0,2.751,2.751,0.0,0.0
0.0,6.135,0.0,0.0,2.751,2.751
0.0,0.0,3.899,-14.0,1.0,1.0
0.0,0.0,0.0,3.899,1.0,1.0
0.0,0.0,0.0,0.0,3.899,-14.0
0.0,0.0,0.0,0.0,0.0,3.899
