H,H,H,H,H,H,H,H
1.63,-14.0,-14.0,0.0,0.0,0.0,0.0,6.92
0.0,1.63,-14.0,0.0,0.0,0.0,0.0,6.92
0.0,0.0,1.63,0.0,0.0,0.0,0.0,6.92
0.0,0.0,0.0,7.443,1.5,8.391,0.0,0.0
0.0,0.0,0.0,0.0,7.443,0.0,8.391,0.0
0.0,0.0,0.0,0.0,0.0,7.499,1.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.499,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278
