H,H,H,H,H
7.605,7.946,7.946,0.0,0.0
0.0,7.491,1.5,8.382,0.0
0.0,0.0,7.491,0.0,8.382
0.0,0.0,0.0,7.844,1.5
0.0,0.0,0.0,0.0,7.844
