H,H,H,H,H,H
3.851,-14.0,-14.0,0.0,0.0,0.0
0.0,3.851,-14.0,0.0,0.0,0.0
0.0,0.0,3.851,0.0,0.0,0.0
0.0,0.0,0.0,6.324,3.906,2.96
0.0,0.0,0.0,0.0,7.011,1.433
0.0,0.0,0.0,0.0,0.0,7.122
