H,H,H,H,H,H,H,H,H,H,H
6.615,8.16,2.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.013,-14.154,8.467,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.096,3.909,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.265,15.701,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.551,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.044,0.0,2.061
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779,8.291
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95
