H,H,H,H,H,H,H,H,H,H,H,H,H
2.701,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.701,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.34,0.0,7.86,7.86,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.34,0.0,0.0,7.86,7.86,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.443,1.5,0.0,0.0,8.149,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.443,0.0,0.0,0.0,8.149,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.443,1.5,0.0,0.0,8.149,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.443,0.0,0.0,0.0,8.149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.349,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.349,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.349,1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.349
