H,H,H,H,H,H,H,H
4.16,-14.0,0.0,0.0,5.036,5.036,0.0,0.0
0.0,4.16,0.0,0.0,5.036,5.036,0.0,0.0
0.0,0.0,4.16,-14.0,0.0,0.0,5.036,5.036
0.0,0.0,0.0,4.16,0.0,0.0,5.036,5.036
0.0,0.0,0.0,0.0,3.345,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.345,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.345,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.345
