H,H,H,H,H,H
2.474,-14.0,-14.0,0.0,0.0,0.0
0.0,2.474,-14.0,0.0,0.0,0.0
0.0,0.0,2.474,0.0,0.0,0.0
0.0,0.0,0.0,6.633,3.699,2.218
0.0,0.0,0.0,0.0,6.924,2.206
0.0,0.0,0.0,0.0,0.0,7.707
