H,H,H,H,H,H,H,H,H,H
5.333,6.81,6.55,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.794,1.5,6.55,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.326,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.192,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.522,13.16,5.6,5.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.542,5.6,5.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.327,12.85,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.353,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.049,13.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.049
