H,H,H,H,H,H,H
3.693,-14.0,6.72,0.0,0.0,0.0,0.0
0.0,3.693,6.72,0.0,0.0,0.0,0.0
0.0,0.0,3.693,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.103,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,4.103,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.197,0.4
0.0,0.0,0.0,0.0,0.0,0.0,7.616
