H,H,H,H,H,H,H,H,H,H,H,H
1.427,-13.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1
0.0,1.427,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1
0.0,0.0,1.427,-13.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.427,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.427,-13.0,7.1,7.1,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.427,7.1,7.1,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.427,-13.0,7.1,7.1,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,7.1,7.1,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,-13.0,7.1,7.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,7.1,7.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,-13.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427
