H,H,H,H,H
7.436,2.512,0.351,0.0,0.0
0.0,7.349,1.5,0.0,0.0
0.0,0.0,7.349,0.0,0.0
0.0,0.0,0.0,4.292,11.11
0.0,0.0,0.0,0.0,4.294
