H,H,H,H,H,H,H,H,H,H,H
1.328,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.541
0.0,1.328,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.541
0.0,0.0,1.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.541
0.0,0.0,0.0,7.319,8.896,8.896,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.386,1.5,8.921,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.386,0.0,8.921,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.384,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.384,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.798,-12.645,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.763,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308
