H,H,H,H,H,H,H,H,H,H,H
1.173,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.066
0.0,1.173,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.066
0.0,0.0,1.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.066
0.0,0.0,0.0,1.173,-14.0,-14.0,0.0,0.0,0.0,0.0,7.066
0.0,0.0,0.0,0.0,1.173,-14.0,0.0,0.0,0.0,0.0,7.066
0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.0,0.0,0.0,7.066
0.0,0.0,0.0,0.0,0.0,0.0,6.815,1.5,8.195,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.815,0.0,8.195,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.165,1.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.165,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.828
