H,H,H,H,H
3.671,-11.661,4.886,0.0,0.0
0.0,3.601,5.99,0.0,0.0
0.0,0.0,3.848,7.122,4.598
0.0,0.0,0.0,3.774,-12.125
0.0,0.0,0.0,0.0,3.821
