H,H,H,H,H,H,H
7.698,7.41,0.0,0.0,0.0,0.0,2.002
0.0,8.109,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.996,-14.0,7.53,7.53,0.0
0.0,0.0,0.0,3.996,7.53,7.53,0.0
0.0,0.0,0.0,0.0,3.996,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,3.996,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.838
