H,H,H,H,H,H,H,H,H,H,H
0.935,-12.5,-12.5,7.569,7.569,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.935,-12.5,7.569,7.569,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.935,7.569,7.569,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.051,-14.245,8.855,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.065,5.629,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.387,10.764,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.59,5.629,8.855,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.307,-14.013,6.536,6.536
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.292,6.536,6.536
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
