H,H,H,H,H,H,H,H,H,H,H
7.066,0.0,0.0,8.149,7.752,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.225,-14.0,0.0,0.0,5.557,5.557,5.557,5.557,0.0,0.0
0.0,0.0,2.225,0.0,0.0,5.557,5.557,5.557,5.557,0.0,0.0
0.0,0.0,0.0,7.141,1.709,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.108,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.289,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.289,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195
