H,H,H,H,H,H,H,H,H,H
2.255,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.255,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.806,1.455,0.0,0.0,0.0,0.0,1.112
0.0,0.0,0.0,0.0,7.509,0.0,0.0,0.0,0.0,4.033
0.0,0.0,0.0,0.0,0.0,2.977,-14.0,6.45,6.45,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.977,6.45,6.45,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.173,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.173,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69
