H,H,H,H,H,H
2.66,-14.0,-14.0,0.0,0.0,0.0
0.0,2.66,-14.0,0.0,0.0,0.0
0.0,0.0,2.66,0.0,0.0,0.0
0.0,0.0,0.0,7.369,9.763,3.35
0.0,0.0,0.0,0.0,6.995,0.0
0.0,0.0,0.0,0.0,0.0,7.679
