H,H,H,H,H
2.516,-14.0,-14.0,0.0,0.0
0.0,2.516,-14.0,0.0,0.0
0.0,0.0,2.516,0.0,0.0
0.0,0.0,0.0,7.833,0.5
0.0,0.0,0.0,0.0,8.012
