H,H,H,H,H,H
2.703,-14.0,-14.0,0.0,0.0,0.0
0.0,2.703,-14.0,0.0,0.0,0.0
0.0,0.0,2.703,0.0,0.0,0.0
0.0,0.0,0.0,7.013,8.246,8.246
0.0,0.0,0.0,0.0,7.706,0.0
0.0,0.0,0.0,0.0,0.0,7.906
