H,H,H,H,H,H,H,H,H
2.559,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.559,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.559,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.341,7.323,7.323,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.465,1.5,8.129,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.465,0.0,8.129,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.739,1.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.739,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.905
