H,H,H,H,H,H,H,H
2.843,-15.51,8.271,8.239,0.0,0.0,0.0,1.0
0.0,2.843,6.444,6.727,0.0,0.0,0.0,1.0
0.0,0.0,2.483,-14.24,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.483,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.899,7.58,1.889,0.0
0.0,0.0,0.0,0.0,0.0,7.161,7.442,1.783
0.0,0.0,0.0,0.0,0.0,0.0,6.933,7.651
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.215
