H,H,H,H,H
7.503,1.5,8.79,0.0,0.0
0.0,7.503,0.0,8.79,0.0
0.0,0.0,7.655,1.5,0.0
0.0,0.0,0.0,7.655,0.0
0.0,0.0,0.0,0.0,6.082
