H,H,H,H,H
4.239,-15.334,3.046,0.0,0.0
0.0,4.124,0.0,0.0,0.0
0.0,0.0,4.886,2.249,2.276
0.0,0.0,0.0,5.948,6.186
0.0,0.0,0.0,0.0,5.967
