H,H,H,H,H,H,H,H,H,H,H
7.495,7.0,7.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.495,1.5,7.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.495,0.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.495,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.495,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.206,-14.0,5.348,5.348,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.206,5.348,5.348,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.844,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.844,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.278,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.278
