H,H,H,H,H,H
2.273,-14.0,-14.0,0.0,0.0,0.0
0.0,2.273,-14.0,0.0,0.0,0.0
0.0,0.0,2.273,0.0,0.0,0.0
0.0,0.0,0.0,6.488,7.376,1.647
0.0,0.0,0.0,0.0,7.426,0.0
0.0,0.0,0.0,0.0,0.0,6.467
