H,H,H,H,H,H,H,H
7.546,7.639,7.639,2.908,2.908,0.0,0.0,0.0
0.0,7.565,1.5,7.549,0.0,0.0,0.0,0.0
0.0,0.0,7.565,0.0,7.549,0.0,0.0,0.0
0.0,0.0,0.0,7.889,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.889,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.853,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.751,12.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.754
