H,H,H,H,H,H,H,H,H
2.105,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.105,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.105,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.13,1.5,8.659,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.13,0.0,8.659,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.307,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.307,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.292,13.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.294
