H,H,H,H,H
7.472,8.844,0.0,0.0,3.063
0.0,7.408,0.0,0.0,0.0
0.0,0.0,6.382,7.027,0.0
0.0,0.0,0.0,8.672,0.0
0.0,0.0,0.0,0.0,7.707
