H,H,H,H,H,H,H,H,H,H,H
3.83,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.83,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.319,8.249,8.249,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.942,0.0,0.0,0.0,0.0,0.0,1.627
0.0,0.0,0.0,0.0,0.0,6.893,0.0,0.0,0.0,0.0,2.395
0.0,0.0,0.0,0.0,0.0,0.0,2.843,-14.0,7.035,7.035,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.843,7.035,7.035,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.919
