H,H,H,H,H,H
6.883,1.5,8.16,0.0,0.0,0.0
0.0,6.883,0.0,8.16,0.0,0.0
0.0,0.0,7.202,1.5,0.0,0.0
0.0,0.0,0.0,7.202,0.0,0.0
0.0,0.0,0.0,0.0,3.531,-14.0
0.0,0.0,0.0,0.0,0.0,3.531
