H,H,H,H,H,H,H,H,H,H,H
2.232,-14.9,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.232,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.037,-12.5,-12.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.037,-12.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.037,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.366,7.775,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.578,8.56,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.515,8.56,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.578,7.775
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.366
